Dagsetning: 2013/09/18 | Upphafstími: 15:46:15,091 | Lokatími: 15:46:16,291 | Mælitíðni (Hz): 1000 | Sample pr. channel: 100
Mæliferill: 1 | Stefna: Fram | Álag: Lóð | Fjarlægð frá enda: 20m
Upplýsingar: Hér koma einhverjar upplýsingar um verkefnið 
Annað: Hér er hægt að slá inn einhverjar aðrar upplýsingar

Analog input:
Dev1/ai0	Dev1/ai1	Dev1/ai2	Dev1/ai3	Dev1/ai4	Dev1/ai5	Dev1/ai6	Dev1/ai7	Dev1/ai16	Dev1/ai17	Dev1/ai18	Dev1/ai19	Dev1/ai20	Dev1/ai21	Dev1/ai22	Dev1/ai23	#Dev2/ai0	Dev2/ai1	Dev2/ai2	Dev2/ai3	Dev2/ai4	Dev2/ai5	Dev2/ai6	Dev2/ai7
0.003522	-0.009712	0.010436	0.018173	-0.023276	-0.001679	-0.004544	0.007012	0.002633	-0.000823	0.000428	0.006024	0.003983	0.000757	-0.000593	-0.001350	-0.001255	-0.000564	-0.000235	-0.000399	-0.000301	-0.000103	0.000094	0.000029
0.002831	-0.007902	0.008790	0.019522	-0.020741	-0.003885	-0.004445	0.007440	0.003160	-0.001614	0.000230	0.005662	0.004378	0.000987	-0.000395	-0.001218	-0.001321	-0.000564	-0.000235	-0.000366	-0.000301	-0.000103	0.000029	0.000029
0.002041	-0.006190	0.006584	0.020477	-0.017712	-0.006091	-0.004050	0.007605	0.003226	-0.002305	0.000164	0.005135	0.004839	0.001218	-0.000198	-0.001153	-0.001354	-0.000663	-0.000301	-0.000366	-0.000333	-0.000136	0.000062	-0.000004
0.000889	-0.004445	0.004082	0.020905	-0.014354	-0.008461	-0.003424	0.007177	0.003160	-0.002930	0.000164	0.004543	0.005267	0.001514	-0.000033	-0.000988	-0.001354	-0.000729	-0.000333	-0.000432	-0.000333	-0.000169	-0.000004	-0.000004
-0.000362	-0.002700	0.001349	0.020839	-0.010766	-0.010667	-0.002535	0.006354	0.002699	-0.003194	0.000098	0.003884	0.005563	0.001810	0.000230	-0.000823	-0.001453	-0.000827	-0.000333	-0.000333	-0.000366	-0.000202	-0.000037	0.000062
-0.001581	-0.000889	-0.001383	0.020312	-0.006947	-0.012807	-0.001712	0.005103	0.002074	-0.003161	0.000033	0.003226	0.005860	0.002107	0.000428	-0.000692	-0.001453	-0.000860	-0.000333	-0.000366	-0.000399	-0.000235	-0.000037	0.000029
-0.002601	0.000790	-0.004017	0.019457	-0.003128	-0.014848	-0.000823	0.003424	0.001349	-0.002897	-0.000099	0.002600	0.006090	0.002403	0.000658	-0.000527	-0.001486	-0.000959	-0.000399	-0.000333	-0.000399	-0.000235	-0.000037	-0.000004
-0.003358	0.002107	-0.006519	0.018271	0.000790	-0.016758	-0.000033	0.001679	0.000724	-0.002239	-0.000297	0.001975	0.006189	0.002831	0.000823	-0.000395	-0.001453	-0.000959	-0.000399	-0.000333	-0.000366	-0.000235	-0.000070	0.000029
-0.003885	0.002996	-0.008725	0.017053	0.004642	-0.018272	0.000559	-0.000231	0.000329	-0.001416	-0.000659	0.001382	0.006189	0.003127	0.001020	-0.000198	-0.001387	-0.000992	-0.000465	-0.000301	-0.000366	-0.000301	-0.000070	-0.000004
-0.004214	0.003358	-0.010535	0.015736	0.008362	-0.019556	0.001053	-0.002107	0.000362	-0.000395	-0.001087	0.000856	0.006090	0.003522	0.001185	-0.000033	-0.001420	-0.001058	-0.000498	-0.000333	-0.000399	-0.000333	-0.000070	-0.000004
-0.004445	0.003358	-0.011852	0.014419	0.011786	-0.020346	0.001382	-0.003786	0.000691	0.000691	-0.001646	0.000395	0.005926	0.003852	0.001284	0.000230	-0.001354	-0.001091	-0.000564	-0.000366	-0.000366	-0.000366	-0.000136	-0.000004
-0.004708	0.002996	-0.012642	0.013136	0.015111	-0.020774	0.001448	-0.005432	0.001284	0.001580	-0.002206	-0.000000	0.005629	0.004214	0.001514	0.000296	-0.001222	-0.001124	-0.000630	-0.000333	-0.000366	-0.000301	-0.000169	-0.000004
-0.004774	0.002600	-0.012774	0.011819	0.017975	-0.020708	0.001349	-0.006749	0.001942	0.002271	-0.002700	-0.000330	0.005234	0.004609	0.001712	0.000461	-0.001189	-0.001124	-0.000696	-0.000366	-0.000333	-0.000333	-0.000169	-0.000037
-0.004478	0.002271	-0.012445	0.010502	0.020510	-0.020214	0.000889	-0.007869	0.002535	0.002765	-0.003029	-0.000659	0.004773	0.004872	0.001975	0.000625	-0.001058	-0.001156	-0.000729	-0.000399	-0.000366	-0.000333	-0.000235	-0.000070
-0.003951	0.001843	-0.011589	0.008987	0.022485	-0.019095	0.000098	-0.008659	0.002765	0.002963	-0.003095	-0.001021	0.004280	0.005135	0.002173	0.000724	-0.000827	-0.001124	-0.000794	-0.000366	-0.000432	-0.000301	-0.000235	-0.000037
-0.003424	0.001646	-0.010568	0.007374	0.023967	-0.017548	-0.000856	-0.009186	0.002666	0.002897	-0.002897	-0.001350	0.003654	0.005333	0.002469	0.000921	-0.000729	-0.001058	-0.000827	-0.000432	-0.000366	-0.000333	-0.000268	-0.000103
-0.002930	0.001349	-0.009350	0.005629	0.024724	-0.015539	-0.002239	-0.009284	0.002271	0.002699	-0.002338	-0.001844	0.002996	0.005531	0.002633	0.001119	-0.000564	-0.001058	-0.000827	-0.000399	-0.000399	-0.000301	-0.000301	-0.000070
-0.002437	0.000987	-0.008066	0.003621	0.024922	-0.013037	-0.003819	-0.009350	0.001481	0.002370	-0.001515	-0.002338	0.002436	0.005629	0.002930	0.001218	-0.000399	-0.001058	-0.000926	-0.000498	-0.000366	-0.000366	-0.000301	-0.000037
-0.001844	0.000493	-0.006651	0.001481	0.024559	-0.010206	-0.005432	-0.008988	0.000428	0.001975	-0.000527	-0.002930	0.001745	0.005662	0.003160	0.001382	-0.000169	-0.000992	-0.000959	-0.000465	-0.000399	-0.000333	-0.000268	-0.000103
-0.001350	-0.000066	-0.004972	-0.000758	0.023638	-0.007177	-0.007144	-0.008560	-0.000692	0.001679	0.000559	-0.003490	0.001152	0.005629	0.003391	0.001481	-0.000004	-0.000893	-0.000959	-0.000465	-0.000333	-0.000366	-0.000301	-0.000103
-0.000790	-0.000560	-0.003293	-0.003095	0.022255	-0.003885	-0.008790	-0.007869	-0.001943	0.001382	0.001613	-0.004050	0.000526	0.005432	0.003588	0.001580	0.000193	-0.000794	-0.001025	-0.000531	-0.000399	-0.000333	-0.000366	-0.000103
-0.000099	-0.000922	-0.001548	-0.005301	0.020543	-0.000626	-0.010305	-0.007046	-0.002996	0.001185	0.002469	-0.004445	0.000033	0.005201	0.003819	0.001810	0.000358	-0.000630	-0.001025	-0.000531	-0.000399	-0.000366	-0.000333	-0.000169
0.000493	-0.001087	0.000033	-0.007342	0.018535	0.002732	-0.011688	-0.006025	-0.003984	0.001053	0.003160	-0.004807	-0.000527	0.004806	0.003950	0.001975	0.000555	-0.000531	-0.001025	-0.000597	-0.000432	-0.000333	-0.000366	-0.000169
0.001086	-0.001054	0.001284	-0.009021	0.016494	0.006024	-0.012807	-0.005004	-0.004840	0.000987	0.003456	-0.004873	-0.001021	0.004378	0.004115	0.002140	0.000720	-0.000366	-0.001025	-0.000597	-0.000465	-0.000366	-0.000333	-0.000202
0.001712	-0.000790	0.002238	-0.010272	0.014387	0.009218	-0.013663	-0.004083	-0.005498	0.000790	0.003424	-0.004675	-0.001548	0.003819	0.004247	0.002370	0.000885	-0.000268	-0.000992	-0.000663	-0.000465	-0.000366	-0.000366	-0.000235
0.002238	-0.000593	0.002798	-0.010963	0.012378	0.012214	-0.014223	-0.003293	-0.006025	0.000625	0.003127	-0.004280	-0.002009	0.003259	0.004247	0.002600	0.001016	-0.000070	-0.000959	-0.000696	-0.000531	-0.000366	-0.000399	-0.000202
0.002633	-0.000395	0.003127	-0.011227	0.010436	0.014880	-0.014354	-0.002535	-0.006420	0.000296	0.002600	-0.003589	-0.002437	0.002568	0.004280	0.002864	0.001181	0.000029	-0.000926	-0.000696	-0.000498	-0.000366	-0.000333	-0.000202
0.002930	-0.000264	0.003325	-0.011095	0.008559	0.017382	-0.014157	-0.001943	-0.006618	0.000033	0.001909	-0.002535	-0.002930	0.001942	0.004247	0.003094	0.001247	0.000259	-0.000893	-0.000696	-0.000498	-0.000366	-0.000399	-0.000301
0.003226	-0.000066	0.003522	-0.010667	0.006650	0.019457	-0.013564	-0.001416	-0.006683	-0.000264	0.001185	-0.001350	-0.003391	0.001218	0.004148	0.003325	0.001345	0.000457	-0.000794	-0.000696	-0.000531	-0.000333	-0.000333	-0.000235
0.003424	0.000131	0.003654	-0.010074	0.004642	0.021234	-0.012478	-0.000889	-0.006716	-0.000593	0.000559	0.000066	-0.003753	0.000592	0.003950	0.003621	0.001411	0.000654	-0.000696	-0.000729	-0.000498	-0.000333	-0.000333	-0.000268
0.003456	0.000362	0.003753	-0.009449	0.002535	0.022584	-0.011062	-0.000593	-0.006651	-0.000955	-0.000000	0.001514	-0.004148	-0.000033	0.003687	0.003884	0.001411	0.000786	-0.000597	-0.000729	-0.000498	-0.000366	-0.000333	-0.000268
0.003456	0.000559	0.003720	-0.008560	0.000296	0.023506	-0.009251	-0.000461	-0.006585	-0.001251	-0.000461	0.002864	-0.004445	-0.000692	0.003456	0.004148	0.001510	0.000983	-0.000531	-0.000761	-0.000498	-0.000366	-0.000333	-0.000268
0.003358	0.000724	0.003522	-0.007638	-0.001943	0.023901	-0.007111	-0.000527	-0.006453	-0.001646	-0.000626	0.004049	-0.004642	-0.001350	0.003094	0.004312	0.001543	0.001082	-0.000366	-0.000729	-0.000564	-0.000366	-0.000366	-0.000268
0.003028	0.000889	0.003259	-0.006486	-0.004116	0.023868	-0.004807	-0.000889	-0.006256	-0.002074	-0.000725	0.004938	-0.004741	-0.001943	0.002798	0.004477	0.001708	0.001214	-0.000235	-0.000696	-0.000531	-0.000366	-0.000333	-0.000268
0.002666	0.001020	0.002996	-0.005202	-0.006091	0.023210	-0.002272	-0.001515	-0.006025	-0.002437	-0.000659	0.005465	-0.004675	-0.002535	0.002370	0.004543	0.001806	0.001345	-0.000103	-0.000663	-0.000531	-0.000366	-0.000301	-0.000268
0.002173	0.001185	0.002699	-0.003852	-0.008000	0.021992	0.000395	-0.002173	-0.005597	-0.002733	-0.000593	0.005563	-0.004445	-0.003128	0.002041	0.004576	0.001938	0.001411	0.000094	-0.000630	-0.000564	-0.000333	-0.000301	-0.000301
0.001613	0.001317	0.002535	-0.002667	-0.009778	0.020181	0.002996	-0.003029	-0.005004	-0.003029	-0.000494	0.005267	-0.004083	-0.003688	0.001514	0.004477	0.002103	0.001411	0.000226	-0.000531	-0.000531	-0.000366	-0.000301	-0.000301
0.001053	0.001382	0.002370	-0.001614	-0.011391	0.018008	0.005728	-0.003819	-0.004280	-0.003325	-0.000527	0.004773	-0.003457	-0.004148	0.001152	0.004345	0.002234	0.001444	0.000358	-0.000531	-0.000465	-0.000333	-0.000301	-0.000268
0.000493	0.001514	0.002205	-0.000856	-0.012774	0.015506	0.008362	-0.004576	-0.003358	-0.003589	-0.000626	0.004016	-0.002733	-0.004576	0.000658	0.004115	0.002465	0.001510	0.000522	-0.000399	-0.000465	-0.000366	-0.000301	-0.000268
-0.000000	0.001514	0.001909	-0.000198	-0.013926	0.012773	0.010963	-0.005268	-0.002239	-0.003852	-0.000823	0.003094	-0.001811	-0.004873	0.000197	0.003819	0.002596	0.001510	0.000654	-0.000333	-0.000432	-0.000366	-0.000268	-0.000268
-0.000494	0.001547	0.001481	0.000197	-0.014749	0.010140	0.013498	-0.005795	-0.001120	-0.004116	-0.001153	0.002238	-0.000823	-0.005037	-0.000297	0.003456	0.002827	0.001576	0.000786	-0.000268	-0.000465	-0.000333	-0.000268	-0.000268
-0.000856	0.001547	0.000987	0.000592	-0.015177	0.007539	0.015703	-0.006091	0.000066	-0.004576	-0.001482	0.001317	0.000164	-0.005070	-0.000823	0.003094	0.002926	0.001609	0.000917	-0.000103	-0.000399	-0.000333	-0.000301	-0.000268
-0.001153	0.001415	0.000559	0.001119	-0.015177	0.005201	0.017712	-0.006157	0.001152	-0.004972	-0.001877	0.000526	0.001119	-0.005037	-0.001350	0.002633	0.003090	0.001609	0.001016	0.000029	-0.000366	-0.000301	-0.000301	-0.000268
-0.001449	0.001284	0.000098	0.001481	-0.014815	0.002963	0.019292	-0.005992	0.002107	-0.005301	-0.002206	-0.000231	0.001909	-0.004873	-0.001877	0.002107	0.003189	0.001675	0.001115	0.000193	-0.000333	-0.000301	-0.000268	-0.000235
-0.001614	0.001020	-0.000165	0.001810	-0.014025	0.000987	0.020477	-0.005465	0.002765	-0.005630	-0.002568	-0.000955	0.002600	-0.004544	-0.002469	0.001448	0.003321	0.001708	0.001181	0.000358	-0.000268	-0.000301	-0.000268	-0.000301
-0.001877	0.000724	-0.000330	0.002107	-0.012873	-0.000856	0.021136	-0.004609	0.003127	-0.005860	-0.002897	-0.001646	0.002963	-0.004050	-0.002963	0.000790	0.003321	0.001773	0.001280	0.000391	-0.000169	-0.000301	-0.000202	-0.000235
-0.002009	0.000461	-0.000560	0.002041	-0.011424	-0.002601	0.021333	-0.003457	0.003127	-0.006025	-0.003227	-0.002272	0.003160	-0.003490	-0.003424	0.000164	0.003386	0.001905	0.001312	0.000555	-0.000169	-0.000235	-0.000268	-0.000268
-0.002140	0.000230	-0.000626	0.002008	-0.009811	-0.004280	0.021070	-0.002074	0.002831	-0.006058	-0.003655	-0.002963	0.003193	-0.002733	-0.003819	-0.000560	0.003419	0.001971	0.001345	0.000654	-0.000070	-0.000235	-0.000235	-0.000202
-0.002206	-0.000033	-0.000758	0.001810	-0.008099	-0.005893	0.020312	-0.000330	0.002304	-0.006058	-0.004116	-0.003556	0.002996	-0.001910	-0.004083	-0.001284	0.003386	0.002070	0.001345	0.000852	-0.000004	-0.000202	-0.000202	-0.000202
-0.002140	-0.000231	-0.000758	0.001745	-0.006354	-0.007539	0.019226	0.001481	0.001613	-0.005893	-0.004478	-0.004050	0.002666	-0.001087	-0.004280	-0.001943	0.003354	0.002234	0.001345	0.000917	0.000062	-0.000070	-0.000202	-0.000169
-0.001910	-0.000395	-0.000758	0.001679	-0.004741	-0.009120	0.017778	0.003358	0.000889	-0.005531	-0.004774	-0.004445	0.002205	-0.000132	-0.004379	-0.002667	0.003288	0.002399	0.001378	0.001016	0.000160	-0.000103	-0.000169	-0.000169
-0.001712	-0.000560	-0.000692	0.001745	-0.003194	-0.010601	0.016000	0.005234	0.000164	-0.005169	-0.004972	-0.004708	0.001745	0.000658	-0.004379	-0.003358	0.003156	0.002465	0.001411	0.001115	0.000226	-0.000004	-0.000136	-0.000169
-0.001449	-0.000725	-0.000692	0.001810	-0.001614	-0.011984	0.014024	0.006946	-0.000395	-0.004511	-0.004906	-0.004873	0.001185	0.001481	-0.004214	-0.003918	0.002958	0.002563	0.001411	0.001214	0.000259	-0.000004	-0.000103	-0.000136
-0.001186	-0.000889	-0.000626	0.001876	-0.000066	-0.013268	0.011852	0.008625	-0.000889	-0.003721	-0.004774	-0.004873	0.000658	0.002107	-0.003918	-0.004412	0.002728	0.002695	0.001444	0.001214	0.000358	0.000062	-0.000103	-0.000169
-0.000955	-0.000988	-0.000659	0.001745	0.001415	-0.014321	0.009415	0.010041	-0.001284	-0.002799	-0.004445	-0.004642	0.000131	0.002633	-0.003589	-0.004840	0.002366	0.002794	0.001543	0.001345	0.000490	0.000127	-0.000103	-0.000103
-0.000692	-0.000889	-0.000560	0.001646	0.002897	-0.015079	0.006979	0.011259	-0.001548	-0.001778	-0.003984	-0.004214	-0.000395	0.002930	-0.003128	-0.005103	0.001938	0.002827	0.001609	0.001378	0.000621	0.000127	-0.000070	-0.000136
-0.000494	-0.000790	-0.000527	0.001481	0.004082	-0.015572	0.004444	0.012411	-0.001778	-0.000560	-0.003457	-0.003786	-0.000889	0.003094	-0.002601	-0.005301	0.001378	0.002860	0.001675	0.001444	0.000621	0.000226	-0.000004	-0.000103
-0.000132	-0.000659	-0.000494	0.001415	0.004971	-0.015704	0.001942	0.013300	-0.001778	0.000724	-0.002865	-0.003194	-0.001251	0.003061	-0.001976	-0.005334	0.000753	0.002827	0.001806	0.001444	0.000753	0.000259	-0.000004	-0.000070
0.000263	-0.000494	-0.000494	0.001382	0.005662	-0.015507	-0.000527	0.014024	-0.001745	0.001909	-0.002206	-0.002799	-0.001679	0.002930	-0.001284	-0.005235	0.000127	0.002794	0.001971	0.001510	0.000819	0.000358	0.000029	-0.000070
0.000691	-0.000330	-0.000461	0.001448	0.005959	-0.014749	-0.002601	0.014650	-0.001548	0.003094	-0.001581	-0.002305	-0.002074	0.002633	-0.000626	-0.005004	-0.000597	0.002662	0.002103	0.001543	0.000852	0.000325	0.000094	-0.000004
0.001086	-0.000264	-0.000494	0.001481	0.006156	-0.013762	-0.004576	0.015012	-0.001251	0.004181	-0.001120	-0.001943	-0.002437	0.002238	0.000098	-0.004642	-0.001288	0.002498	0.002333	0.001576	0.000950	0.000424	0.000094	-0.000004
0.001481	-0.000231	-0.000527	0.001448	0.006222	-0.012379	-0.006288	0.015177	-0.000790	0.005037	-0.000725	-0.001778	-0.002733	0.001843	0.000790	-0.004148	-0.001914	0.002300	0.002465	0.001708	0.001049	0.000424	0.000160	-0.000004
0.001777	-0.000165	-0.000527	0.001382	0.006222	-0.010700	-0.007803	0.015177	-0.000198	0.005761	-0.000395	-0.001679	-0.003095	0.001349	0.001382	-0.003523	-0.002638	0.001905	0.002596	0.001708	0.001082	0.000457	0.000160	0.000094
0.002008	-0.000132	-0.000461	0.001251	0.006189	-0.008889	-0.009153	0.014880	0.000526	0.006222	-0.000198	-0.001811	-0.003391	0.000889	0.001876	-0.002865	-0.003230	0.001477	0.002695	0.001773	0.001148	0.000588	0.000226	0.000127
0.002107	-0.000165	-0.000362	0.001053	0.006123	-0.006848	-0.010437	0.014288	0.001349	0.006419	-0.000099	-0.002009	-0.003490	0.000428	0.002271	-0.002140	-0.003889	0.001016	0.002827	0.001839	0.001214	0.000621	0.000292	0.000062
0.002173	-0.000099	-0.000297	0.000921	0.005926	-0.004873	-0.011622	0.013333	0.002370	0.006452	-0.000033	-0.002239	-0.003655	-0.000033	0.002535	-0.001383	-0.004383	0.000424	0.002893	0.001905	0.001280	0.000687	0.000292	0.000193
0.002205	-0.000165	-0.000231	0.000921	0.005629	-0.002766	-0.012807	0.012148	0.003391	0.006255	0.000098	-0.002338	-0.003721	-0.000428	0.002666	-0.000626	-0.004844	-0.000136	0.002958	0.002004	0.001345	0.000720	0.000358	0.000226
0.002107	-0.000231	-0.000165	0.000921	0.005168	-0.000856	-0.013959	0.010633	0.004543	0.005893	0.000263	-0.002404	-0.003622	-0.000889	0.002633	0.000131	-0.005239	-0.000794	0.002893	0.002037	0.001345	0.000786	0.000358	0.000226
0.002041	-0.000231	-0.000066	0.000987	0.004477	0.000823	-0.014881	0.008823	0.005794	0.005333	0.000428	-0.002272	-0.003556	-0.001218	0.002469	0.000823	-0.005436	-0.001453	0.002860	0.002103	0.001378	0.000852	0.000358	0.000292
0.001975	-0.000362	0.000066	0.000889	0.003786	0.002436	-0.015704	0.006880	0.007078	0.004740	0.000691	-0.002009	-0.003457	-0.001548	0.002205	0.001415	-0.005535	-0.002078	0.002728	0.002135	0.001411	0.000950	0.000424	0.000325
0.001810	-0.000428	0.000131	0.000790	0.003028	0.003720	-0.016231	0.004740	0.008263	0.003950	0.001119	-0.001548	-0.003227	-0.001811	0.001975	0.001909	-0.005535	-0.002737	0.002531	0.002168	0.001378	0.001016	0.000457	0.000358
0.001613	-0.000593	0.000197	0.000592	0.002304	0.004872	-0.016527	0.002502	0.009382	0.003193	0.001481	-0.001021	-0.002996	-0.001976	0.001514	0.002304	-0.005337	-0.003263	0.002333	0.002168	0.001444	0.001082	0.000490	0.000358
0.001415	-0.000560	0.000230	0.000362	0.001547	0.005761	-0.016330	0.000428	0.010370	0.002370	0.002008	-0.000461	-0.002733	-0.002140	0.001086	0.002568	-0.005140	-0.003757	0.002103	0.002168	0.001477	0.001049	0.000588	0.000358
0.001251	-0.000461	0.000230	0.000098	0.000889	0.006485	-0.015770	-0.001646	0.011226	0.001580	0.002535	-0.000000	-0.002371	-0.002338	0.000691	0.002633	-0.004679	-0.004152	0.001806	0.002070	0.001477	0.001148	0.000588	0.000358
0.000954	-0.000362	0.000263	-0.000132	0.000230	0.006913	-0.014815	-0.003589	0.011753	0.000889	0.003094	0.000461	-0.002074	-0.002404	0.000230	0.002535	-0.004218	-0.004514	0.001477	0.002070	0.001510	0.001214	0.000654	0.000457
0.000691	-0.000165	0.000296	-0.000231	-0.000297	0.007242	-0.013465	-0.005400	0.012115	0.000296	0.003720	0.000724	-0.001679	-0.002437	-0.000165	0.002337	-0.003593	-0.004745	0.001082	0.001905	0.001477	0.001247	0.000753	0.000424
0.000395	-0.000000	0.000263	-0.000362	-0.000758	0.007308	-0.011885	-0.007046	0.012148	-0.000165	0.004312	0.000921	-0.001218	-0.002502	-0.000593	0.002008	-0.002901	-0.004876	0.000654	0.001773	0.001543	0.001312	0.000819	0.000457
0.000066	0.000230	0.000296	-0.000395	-0.001021	0.007210	-0.010009	-0.008593	0.011983	-0.000428	0.005004	0.001053	-0.000758	-0.002502	-0.001087	0.001646	-0.002144	-0.004975	0.000094	0.001642	0.001510	0.001312	0.000852	0.000490
-0.000297	0.000395	0.000329	-0.000461	-0.001251	0.006946	-0.008000	-0.010074	0.011555	-0.000560	0.005662	0.001185	-0.000231	-0.002371	-0.001482	0.001152	-0.001387	-0.004909	-0.000399	0.001444	0.001477	0.001345	0.000885	0.000522
-0.000494	0.000559	0.000362	-0.000626	-0.001416	0.006584	-0.005828	-0.011424	0.010897	-0.000527	0.006090	0.001317	0.000329	-0.002272	-0.001877	0.000658	-0.000630	-0.004778	-0.001025	0.001181	0.001477	0.001444	0.000917	0.000522
-0.000692	0.000790	0.000428	-0.000790	-0.001449	0.006222	-0.003655	-0.012642	0.009942	-0.000132	0.006584	0.001481	0.000856	-0.002074	-0.002239	0.000131	0.000029	-0.004580	-0.001716	0.000917	0.001444	0.001411	0.000983	0.000588
-0.000823	0.000954	0.000526	-0.000922	-0.001581	0.005728	-0.001449	-0.013696	0.008757	0.000362	0.006880	0.001777	0.001382	-0.001811	-0.002601	-0.000395	0.000753	-0.004284	-0.002342	0.000687	0.001411	0.001444	0.001082	0.000654
-0.000988	0.001086	0.000559	-0.001054	-0.001646	0.005168	0.000724	-0.014552	0.007374	0.001020	0.006946	0.002173	0.001909	-0.001548	-0.002897	-0.000823	0.001312	-0.003856	-0.002934	0.000358	0.001312	0.001444	0.001082	0.000720
-0.001054	0.001218	0.000592	-0.001054	-0.001646	0.004576	0.002765	-0.015177	0.005827	0.001810	0.006782	0.002600	0.002304	-0.001317	-0.003095	-0.001218	0.001740	-0.003395	-0.003625	0.000029	0.001214	0.001477	0.001115	0.000720
-0.001251	0.001317	0.000658	-0.001054	-0.001712	0.003884	0.004576	-0.015507	0.004115	0.002732	0.006255	0.003061	0.002633	-0.001087	-0.003260	-0.001449	0.002103	-0.002802	-0.004218	-0.000399	0.000950	0.001444	0.001181	0.000786
-0.001383	0.001317	0.000691	-0.000889	-0.001614	0.003226	0.006255	-0.015441	0.002271	0.003687	0.005596	0.003522	0.002732	-0.000922	-0.003293	-0.001745	0.002267	-0.002210	-0.004712	-0.000794	0.000885	0.001477	0.001247	0.000786
-0.001515	0.001218	0.000691	-0.000790	-0.001350	0.002535	0.007638	-0.015079	0.000362	0.004609	0.004740	0.003819	0.002699	-0.000790	-0.003293	-0.001910	0.002399	-0.001519	-0.005074	-0.001189	0.000687	0.001411	0.001247	0.000786
-0.001646	0.001119	0.000691	-0.000725	-0.001153	0.001942	0.008790	-0.014552	-0.001712	0.005399	0.003786	0.004049	0.002535	-0.000758	-0.003161	-0.002041	0.002333	-0.000893	-0.005469	-0.001617	0.000490	0.001345	0.001378	0.000885
-0.001712	0.000954	0.000625	-0.000593	-0.000889	0.001415	0.009547	-0.013630	-0.003721	0.006123	0.002831	0.004214	0.002205	-0.000692	-0.002963	-0.002041	0.002201	-0.000136	-0.005667	-0.002045	0.000292	0.001312	0.001378	0.000885
-0.001778	0.000856	0.000625	-0.000461	-0.000790	0.000889	0.010107	-0.012478	-0.005696	0.006683	0.001975	0.004214	0.001745	-0.000790	-0.002733	-0.001976	0.001971	0.000522	-0.005732	-0.002440	-0.000004	0.001247	0.001444	0.000917
-0.001745	0.000691	0.000592	-0.000330	-0.000593	0.000461	0.010337	-0.011128	-0.007704	0.007144	0.001152	0.004148	0.001251	-0.000823	-0.002437	-0.001943	0.001708	0.001148	-0.005765	-0.002835	-0.000235	0.001148	0.001477	0.000983
-0.001679	0.000559	0.000493	-0.000066	-0.000560	0.000098	0.010370	-0.009646	-0.009581	0.007506	0.000428	0.004049	0.000823	-0.000758	-0.002107	-0.001811	0.001378	0.001740	-0.005601	-0.003296	-0.000498	0.000983	0.001576	0.000983
-0.001548	0.000428	0.000526	0.000131	-0.000461	-0.000165	0.010074	-0.007935	-0.011293	0.007638	-0.000165	0.003884	0.000461	-0.000725	-0.001712	-0.001712	0.001016	0.002267	-0.005304	-0.003658	-0.000761	0.000917	0.001576	0.000983
-0.001383	0.000296	0.000428	0.000362	-0.000461	-0.000428	0.009613	-0.006190	-0.012741	0.007736	-0.000527	0.003753	0.000197	-0.000626	-0.001317	-0.001515	0.000654	0.002563	-0.004942	-0.003988	-0.001058	0.000786	0.001642	0.000950
-0.001186	0.000131	0.000493	0.000493	-0.000362	-0.000560	0.008987	-0.004379	-0.014025	0.007638	-0.000922	0.003588	0.000131	-0.000461	-0.000922	-0.001317	0.000325	0.002794	-0.004514	-0.004317	-0.001288	0.000555	0.001675	0.000950
-0.000922	-0.000033	0.000461	0.000625	-0.000198	-0.000626	0.008296	-0.002502	-0.014881	0.007374	-0.001087	0.003391	0.000098	-0.000165	-0.000494	-0.001087	-0.000004	0.002860	-0.003922	-0.004448	-0.001617	0.000391	0.001675	0.000950
-0.000593	-0.000264	0.000428	0.000625	-0.000000	-0.000725	0.007440	-0.000626	-0.015474	0.006880	-0.001317	0.003259	0.000197	0.000230	-0.000099	-0.000856	-0.000366	0.002794	-0.003230	-0.004580	-0.001848	0.000193	0.001642	0.000917
-0.000198	-0.000395	0.000395	0.000592	0.000263	-0.000692	0.006650	0.001284	-0.015737	0.006189	-0.001449	0.003292	0.000461	0.000658	0.000263	-0.000659	-0.000630	0.002596	-0.002506	-0.004646	-0.002111	-0.000037	0.001543	0.000885
0.000197	-0.000461	0.000395	0.000559	0.000395	-0.000692	0.005794	0.003127	-0.015638	0.005201	-0.001482	0.003325	0.000790	0.001119	0.000592	-0.000494	-0.000926	0.002267	-0.001716	-0.004613	-0.002375	-0.000301	0.001510	0.000917
0.000625	-0.000560	0.000362	0.000526	0.000559	-0.000725	0.004905	0.004806	-0.015342	0.003950	-0.001449	0.003489	0.001152	0.001547	0.000823	-0.000330	-0.001124	0.001839	-0.000992	-0.004448	-0.002539	-0.000564	0.001411	0.000950
0.001020	-0.000626	0.000296	0.000559	0.000559	-0.000758	0.004016	0.006288	-0.014782	0.002469	-0.001284	0.003753	0.001646	0.002041	0.000987	-0.000264	-0.001354	0.001378	-0.000202	-0.004185	-0.002802	-0.000827	0.001280	0.000885
0.001218	-0.000692	0.000230	0.000625	0.000526	-0.000790	0.003127	0.007605	-0.013959	0.000724	-0.000955	0.003950	0.002074	0.002436	0.001218	-0.000099	-0.001519	0.000917	0.000490	-0.003922	-0.002934	-0.001025	0.001082	0.000950
