Dagsetning: 2013/09/18 | Upphafstími: 15:46:15,091 | Lokatími: 15:46:16,291 | Mælitíðni (Hz): 1000 | Sample pr. channel: 100
Mæliferill: 1 | Stefna: Fram | Álag: Lóð | Fjarlægð frá enda: 20m
Upplýsingar: Hér koma einhverjar upplýsingar um verkefnið 
Annað: Hér er hægt að slá inn einhverjar aðrar upplýsingar

Analog input:
Dev1/ai0	Dev1/ai1	Dev1/ai2	Dev1/ai3	Dev1/ai4	Dev1/ai5	Dev1/ai6	Dev1/ai7	Dev1/ai16	Dev1/ai17	Dev1/ai18	Dev1/ai19	Dev1/ai20	Dev1/ai21	Dev1/ai22	Dev1/ai23	#Dev2/ai0	Dev2/ai1	Dev2/ai2	Dev2/ai3	Dev2/ai4	Dev2/ai5	Dev2/ai6	Dev2/ai7
0.000526	0.000493	-0.000198	-0.000790	-0.000231	0.000098	0.000559	0.000296	-0.000132	0.000526	0.000066	-0.000066	0.000757	0.001547	-0.001712	0.001284	0.005526	-0.009650	0.004308	0.003288	-0.000366	-0.005140	-0.001288	-0.000399
0.000559	0.000526	-0.000000	-0.000692	-0.000198	0.000164	0.000559	0.000296	-0.000165	0.000428	0.000033	0.000066	0.000691	0.001745	-0.001218	0.000461	0.006777	-0.010242	0.003946	0.003189	0.000193	-0.005041	-0.001552	-0.000663
0.000526	0.000559	0.000131	-0.000692	-0.000198	0.000230	0.000428	0.000263	-0.000198	0.000329	-0.000000	0.000098	0.000658	0.002074	-0.000758	-0.000330	0.007929	-0.010506	0.003419	0.003123	0.000786	-0.005008	-0.001815	-0.000893
0.000493	0.000526	0.000263	-0.000560	-0.000231	0.000230	0.000395	0.000230	-0.000132	0.000230	-0.000000	0.000197	0.000625	0.002173	-0.000362	-0.001087	0.008851	-0.010572	0.002794	0.002958	0.001378	-0.004811	-0.002078	-0.001058
0.000461	0.000461	0.000329	-0.000395	-0.000132	0.000263	0.000329	0.000263	-0.000099	0.000098	-0.000000	0.000362	0.000526	0.002304	0.000098	-0.001778	0.009575	-0.010440	0.002135	0.002827	0.001905	-0.004580	-0.002375	-0.001222
0.000395	0.000461	0.000461	-0.000362	-0.000198	0.000296	0.000164	0.000230	-0.000066	-0.000033	-0.000000	0.000395	0.000592	0.002403	0.000526	-0.002305	0.010036	-0.010078	0.001411	0.002662	0.002432	-0.004284	-0.002671	-0.001288
0.000428	0.000428	0.000526	-0.000165	-0.000165	0.000362	0.000164	0.000164	-0.000033	-0.000165	-0.000000	0.000428	0.000493	0.002469	0.000889	-0.002897	0.010300	-0.009386	0.000555	0.002498	0.002926	-0.003889	-0.002901	-0.001453
0.000428	0.000395	0.000625	-0.000066	-0.000165	0.000296	0.000033	0.000131	-0.000033	-0.000330	-0.000033	0.000526	0.000461	0.002436	0.001218	-0.003325	0.010333	-0.008596	-0.000301	0.002366	0.003354	-0.003395	-0.003198	-0.001486
0.000395	0.000329	0.000625	0.000066	-0.000165	0.000296	0.000033	0.000098	0.000066	-0.000461	-0.000000	0.000592	0.000428	0.002370	0.001580	-0.003622	0.010168	-0.007576	-0.001189	0.002234	0.003683	-0.002901	-0.003395	-0.001519
0.000230	0.000329	0.000691	0.000197	-0.000165	0.000263	-0.000066	0.000033	0.000066	-0.000626	-0.000000	0.000592	0.000428	0.002304	0.001876	-0.003885	0.009773	-0.006358	-0.002144	0.002004	0.003946	-0.002375	-0.003593	-0.001617
0.000164	0.000197	0.000724	0.000329	-0.000165	0.000296	-0.000165	-0.000000	0.000066	-0.000725	-0.000000	0.000625	0.000296	0.002205	0.002107	-0.004083	0.009114	-0.005008	-0.003033	0.001905	0.004209	-0.001749	-0.003790	-0.001683
0.000066	0.000197	0.000757	0.000395	-0.000132	0.000197	-0.000264	-0.000066	0.000098	-0.000856	0.000066	0.000625	0.000230	0.001975	0.002271	-0.004116	0.008291	-0.003593	-0.003955	0.001740	0.004341	-0.001156	-0.003922	-0.001782
-0.000099	0.000131	0.000724	0.000493	-0.000132	0.000164	-0.000362	-0.000099	0.000066	-0.000922	0.000033	0.000592	0.000098	0.001745	0.002436	-0.004050	0.007337	-0.002012	-0.004811	0.001609	0.004407	-0.000531	-0.004021	-0.001815
-0.000198	0.000098	0.000691	0.000592	-0.000000	0.000066	-0.000461	-0.000165	0.000066	-0.001021	0.000033	0.000592	0.000033	0.001514	0.002502	-0.003885	0.006218	-0.000399	-0.005535	0.001444	0.004341	0.000127	-0.003988	-0.001914
-0.000231	0.000033	0.000658	0.000724	-0.000066	0.000033	-0.000527	-0.000231	0.000066	-0.001087	-0.000033	0.000559	-0.000000	0.001218	0.002600	-0.003655	0.005032	0.001181	-0.006193	0.001247	0.004275	0.000786	-0.003955	-0.001979
-0.000231	-0.000000	0.000559	0.000790	-0.000033	-0.000033	-0.000593	-0.000330	0.000066	-0.001087	-0.000066	0.000493	-0.000033	0.000921	0.002568	-0.003325	0.003781	0.002662	-0.006786	0.001049	0.004111	0.001411	-0.003889	-0.002078
-0.000198	-0.000033	0.000526	0.000856	0.000033	-0.000132	-0.000626	-0.000428	-0.000000	-0.001021	-0.000165	0.000526	-0.000099	0.000625	0.002535	-0.002963	0.002465	0.004144	-0.007247	0.000852	0.003946	0.002004	-0.003790	-0.002243
-0.000165	-0.000066	0.000526	0.000889	0.000033	-0.000198	-0.000692	-0.000494	-0.000000	-0.001021	-0.000165	0.000395	-0.000165	0.000362	0.002436	-0.002469	0.001115	0.005493	-0.007576	0.000654	0.003650	0.002596	-0.003593	-0.002342
-0.000231	-0.000066	0.000461	0.000921	0.000066	-0.000264	-0.000725	-0.000527	-0.000066	-0.000922	-0.000264	0.000362	-0.000231	0.000066	0.002304	-0.002041	-0.000202	0.006678	-0.007773	0.000424	0.003288	0.003156	-0.003362	-0.002473
-0.000297	-0.000099	0.000428	0.000921	0.000098	-0.000362	-0.000692	-0.000560	-0.000165	-0.000856	-0.000330	0.000329	-0.000297	-0.000264	0.002238	-0.001515	-0.001387	0.007765	-0.007806	0.000127	0.002926	0.003617	-0.003066	-0.002605
-0.000297	-0.000165	0.000296	0.000921	0.000131	-0.000395	-0.000758	-0.000593	-0.000231	-0.000725	-0.000330	0.000296	-0.000264	-0.000428	0.001975	-0.001054	-0.002605	0.008588	-0.007708	-0.000202	0.002596	0.004012	-0.002737	-0.002671
-0.000264	-0.000132	0.000263	0.000954	0.000197	-0.000461	-0.000758	-0.000626	-0.000264	-0.000593	-0.000395	0.000197	-0.000362	-0.000725	0.001777	-0.000494	-0.003691	0.009213	-0.007411	-0.000564	0.002168	0.004341	-0.002375	-0.002835
-0.000264	-0.000132	0.000230	0.000921	0.000263	-0.000494	-0.000725	-0.000692	-0.000297	-0.000428	-0.000428	0.000131	-0.000330	-0.000922	0.001481	-0.000033	-0.004646	0.009575	-0.006983	-0.000992	0.001806	0.004637	-0.001947	-0.002901
-0.000165	-0.000198	0.000131	0.000889	0.000296	-0.000560	-0.000692	-0.000659	-0.000330	-0.000330	-0.000428	0.000098	-0.000330	-0.001153	0.001251	0.000461	-0.005436	0.009773	-0.006391	-0.001387	0.001378	0.004835	-0.001486	-0.002934
-0.000066	-0.000066	0.000131	0.000889	0.000329	-0.000626	-0.000593	-0.000692	-0.000330	-0.000165	-0.000428	0.000033	-0.000297	-0.001251	0.000987	0.000790	-0.006062	0.009839	-0.005667	-0.001848	0.000983	0.004967	-0.001058	-0.003000
-0.000000	-0.000033	0.000066	0.000889	0.000395	-0.000527	-0.000527	-0.000626	-0.000362	-0.000033	-0.000428	-0.000000	-0.000297	-0.001350	0.000691	0.001218	-0.006588	0.009542	-0.004844	-0.002342	0.000621	0.005000	-0.000399	-0.002934
0.000098	-0.000099	0.000066	0.000790	0.000428	-0.000560	-0.000494	-0.000527	-0.000362	0.000164	-0.000395	-0.000033	-0.000297	-0.001449	0.000428	0.001514	-0.006950	0.009147	-0.003856	-0.002770	0.000259	0.004901	0.000062	-0.002934
0.000197	-0.000033	0.000066	0.000757	0.000526	-0.000527	-0.000395	-0.000527	-0.000362	0.000296	-0.000330	-0.000099	-0.000198	-0.001449	0.000066	0.001745	-0.007115	0.008456	-0.002835	-0.003263	-0.000136	0.004868	0.000654	-0.002835
0.000164	-0.000000	-0.000000	0.000658	0.000592	-0.000461	-0.000297	-0.000494	-0.000395	0.000428	-0.000297	-0.000099	-0.000165	-0.001482	-0.000165	0.001942	-0.007049	0.007666	-0.001650	-0.003625	-0.000465	0.004637	0.001247	-0.002704
0.000263	0.000098	-0.000000	0.000526	0.000559	-0.000395	-0.000198	-0.000362	-0.000330	0.000526	-0.000198	-0.000132	-0.000132	-0.001515	-0.000461	0.002074	-0.006885	0.006744	-0.000432	-0.004086	-0.000794	0.004308	0.001740	-0.002572
0.000296	0.000230	0.000033	0.000493	0.000625	-0.000297	-0.000099	-0.000330	-0.000330	0.000658	-0.000066	-0.000231	-0.000132	-0.001383	-0.000725	0.002140	-0.006621	0.005658	0.000819	-0.004383	-0.001025	0.004045	0.002333	-0.002309
0.000296	0.000197	0.000066	0.000395	0.000592	-0.000264	-0.000033	-0.000231	-0.000297	0.000757	0.000098	-0.000198	-0.000099	-0.001350	-0.000922	0.002205	-0.006160	0.004506	0.002037	-0.004745	-0.001321	0.003716	0.002827	-0.002144
0.000362	0.000230	0.000066	0.000296	0.000493	-0.000198	0.000098	-0.000132	-0.000297	0.000757	0.000230	-0.000297	-0.000033	-0.001218	-0.001218	0.002140	-0.005634	0.003255	0.003321	-0.004942	-0.001552	0.003288	0.003321	-0.001848
0.000395	0.000329	0.000164	0.000230	0.000526	-0.000033	0.000164	-0.000066	-0.000198	0.000889	0.000329	-0.000297	-0.000000	-0.001054	-0.001350	0.002074	-0.004975	0.002004	0.004440	-0.005041	-0.001749	0.002893	0.003716	-0.001617
0.000461	0.000362	0.000197	0.000131	0.000493	0.000033	0.000263	0.000066	-0.000165	0.000921	0.000428	-0.000297	-0.000000	-0.000856	-0.001548	0.001975	-0.004284	0.000753	0.005493	-0.005173	-0.001979	0.002465	0.004144	-0.001387
0.000493	0.000395	0.000230	0.000098	0.000461	0.000131	0.000296	0.000197	-0.000099	0.000889	0.000592	-0.000330	-0.000000	-0.000692	-0.001712	0.001843	-0.003428	-0.000564	0.006448	-0.005107	-0.002144	0.002004	0.004473	-0.001025
0.000461	0.000362	0.000230	-0.000000	0.000428	0.000230	0.000395	0.000197	-0.000033	0.000856	0.000592	-0.000362	0.000033	-0.000494	-0.001712	0.001679	-0.002539	-0.001749	0.007370	-0.004909	-0.002243	0.001543	0.004670	-0.000761
0.000461	0.000395	0.000362	-0.000033	0.000329	0.000296	0.000461	0.000362	0.000033	0.000823	0.000724	-0.000395	0.000033	-0.000264	-0.001844	0.001448	-0.001749	-0.002934	0.007962	-0.004679	-0.002375	0.001016	0.004835	-0.000465
0.000395	0.000461	0.000329	-0.000033	0.000263	0.000395	0.000526	0.000428	0.000098	0.000790	0.000823	-0.000395	0.000066	-0.000033	-0.001811	0.001284	-0.000893	-0.003988	0.008522	-0.004350	-0.002473	0.000588	0.005000	-0.000136
0.000362	0.000526	0.000362	-0.000066	0.000230	0.000461	0.000559	0.000526	0.000164	0.000691	0.000889	-0.000330	0.000098	0.000230	-0.001745	0.001053	-0.000070	-0.004942	0.008785	-0.003922	-0.002605	0.000094	0.005000	0.000226
0.000395	0.000493	0.000362	-0.000033	0.000066	0.000526	0.000625	0.000592	0.000230	0.000625	0.000921	-0.000297	0.000066	0.000362	-0.001712	0.000889	0.000753	-0.005765	0.008851	-0.003395	-0.002671	-0.000301	0.004901	0.000555
0.000329	0.000493	0.000395	-0.000099	0.000033	0.000658	0.000625	0.000658	0.000230	0.000526	0.000921	-0.000297	0.000066	0.000559	-0.001646	0.000658	0.001477	-0.006555	0.008719	-0.002737	-0.002737	-0.000663	0.004769	0.000852
0.000362	0.000461	0.000362	-0.000099	-0.000066	0.000724	0.000658	0.000724	0.000263	0.000428	0.000889	-0.000264	0.000066	0.000658	-0.001449	0.000493	0.002168	-0.007016	0.008423	-0.002012	-0.002737	-0.001124	0.004506	0.001247
0.000296	0.000493	0.000362	-0.000099	-0.000099	0.000757	0.000625	0.000658	0.000362	0.000362	0.000790	-0.000198	0.000098	0.000823	-0.001284	0.000296	0.002761	-0.007378	0.007995	-0.001222	-0.002802	-0.001519	0.004275	0.001642
0.000329	0.000461	0.000362	-0.000099	-0.000231	0.000757	0.000658	0.000724	0.000395	0.000263	0.000790	-0.000165	0.000066	0.000954	-0.001087	0.000131	0.003255	-0.007642	0.007271	-0.000399	-0.002802	-0.001782	0.003979	0.001971
0.000230	0.000395	0.000362	-0.000132	-0.000231	0.000757	0.000625	0.000625	0.000428	0.000164	0.000757	-0.000099	0.000098	0.000954	-0.000856	-0.000033	0.003683	-0.007609	0.006415	0.000457	-0.002802	-0.002144	0.003518	0.002333
0.000230	0.000395	0.000362	-0.000066	-0.000297	0.000790	0.000625	0.000625	0.000461	0.000066	0.000625	-0.000000	0.000033	0.001053	-0.000692	-0.000165	0.003979	-0.007477	0.005460	0.001345	-0.002770	-0.002407	0.003123	0.002629
0.000197	0.000362	0.000263	-0.000132	-0.000297	0.000757	0.000559	0.000592	0.000526	-0.000000	0.000526	0.000033	0.000098	0.001086	-0.000461	-0.000297	0.004209	-0.007214	0.004341	0.002168	-0.002704	-0.002671	0.002695	0.003024
0.000164	0.000329	0.000164	-0.000099	-0.000330	0.000757	0.000493	0.000526	0.000559	-0.000099	0.000395	0.000164	0.000098	0.001053	-0.000231	-0.000461	0.004341	-0.006687	0.003156	0.002991	-0.002671	-0.002868	0.002201	0.003386
0.000131	0.000329	0.000098	-0.000099	-0.000330	0.000691	0.000493	0.000526	0.000559	-0.000165	0.000263	0.000263	0.000098	0.000987	0.000033	-0.000527	0.004308	-0.006193	0.001971	0.003716	-0.002572	-0.003099	0.001708	0.003650
0.000131	0.000263	0.000066	-0.000132	-0.000297	0.000691	0.000428	0.000461	0.000592	-0.000231	0.000164	0.000362	0.000131	0.000921	0.000296	-0.000659	0.004275	-0.005436	0.000654	0.004440	-0.002440	-0.003198	0.001247	0.003880
0.000164	0.000197	0.000033	-0.000132	-0.000297	0.000625	0.000362	0.000428	0.000559	-0.000264	-0.000066	0.000395	0.000197	0.000790	0.000461	-0.000659	0.004111	-0.004613	-0.000597	0.005032	-0.002276	-0.003329	0.000753	0.004078
0.000164	0.000164	0.000033	-0.000099	-0.000231	0.000592	0.000329	0.000329	0.000592	-0.000297	-0.000132	0.000526	0.000164	0.000724	0.000691	-0.000725	0.003880	-0.003724	-0.001815	0.005526	-0.002078	-0.003428	0.000325	0.004242
0.000197	0.000164	-0.000066	-0.000198	-0.000198	0.000526	0.000296	0.000296	0.000493	-0.000297	-0.000297	0.000559	0.000230	0.000559	0.000823	-0.000725	0.003551	-0.002770	-0.002934	0.005954	-0.001848	-0.003428	-0.000202	0.004374
0.000263	0.000066	-0.000132	-0.000165	-0.000165	0.000493	0.000263	0.000197	0.000493	-0.000362	-0.000395	0.000592	0.000230	0.000461	0.001053	-0.000758	0.003189	-0.001848	-0.004053	0.006185	-0.001584	-0.003395	-0.000597	0.004374
0.000230	0.000033	-0.000132	-0.000132	-0.000066	0.000395	0.000263	0.000164	0.000395	-0.000362	-0.000494	0.000691	0.000230	0.000395	0.001152	-0.000758	0.002761	-0.000827	-0.004909	0.006316	-0.001321	-0.003428	-0.000959	0.004374
0.000329	-0.000000	-0.000165	-0.000099	-0.000000	0.000362	0.000230	0.000131	0.000395	-0.000330	-0.000527	0.000724	0.000230	0.000230	0.001317	-0.000725	0.002267	0.000127	-0.005699	0.006382	-0.001025	-0.003362	-0.001354	0.004242
0.000362	-0.000033	-0.000231	-0.000132	-0.000000	0.000362	0.000197	0.000098	0.000263	-0.000297	-0.000593	0.000757	0.000263	0.000066	0.001349	-0.000725	0.001872	0.001082	-0.006391	0.006316	-0.000696	-0.003230	-0.001782	0.004045
0.000362	-0.000000	-0.000297	-0.000099	0.000131	0.000263	0.000197	0.000033	0.000263	-0.000264	-0.000626	0.000691	0.000263	-0.000000	0.001415	-0.000626	0.001345	0.001971	-0.006852	0.006053	-0.000301	-0.003066	-0.002111	0.003847
0.000428	-0.000099	-0.000297	-0.000099	0.000131	0.000197	0.000197	-0.000000	0.000197	-0.000198	-0.000560	0.000757	0.000230	-0.000066	0.001448	-0.000560	0.000819	0.002794	-0.007148	0.005757	0.000094	-0.002934	-0.002375	0.003584
0.000395	-0.000066	-0.000297	-0.000165	0.000131	0.000164	0.000164	0.000033	0.000164	-0.000132	-0.000527	0.000691	0.000230	-0.000132	0.001382	-0.000527	0.000292	0.003518	-0.007378	0.005263	0.000457	-0.002704	-0.002671	0.003222
0.000329	-0.000099	-0.000264	-0.000132	0.000263	0.000066	0.000164	0.000033	0.000066	-0.000066	-0.000494	0.000691	0.000263	-0.000198	0.001382	-0.000395	-0.000202	0.004144	-0.007312	0.004769	0.000852	-0.002440	-0.002967	0.002893
0.000362	-0.000099	-0.000264	-0.000066	0.000263	0.000033	0.000164	-0.000000	0.000066	0.000066	-0.000428	0.000625	0.000197	-0.000165	0.001349	-0.000330	-0.000630	0.004637	-0.007214	0.004111	0.001214	-0.002276	-0.003165	0.002465
0.000362	-0.000033	-0.000264	-0.000132	0.000329	-0.000033	0.000197	0.000033	0.000033	0.000066	-0.000330	0.000592	0.000164	-0.000198	0.001284	-0.000264	-0.001091	0.005032	-0.006885	0.003354	0.001609	-0.001881	-0.003362	0.002070
0.000296	-0.000099	-0.000198	-0.000033	0.000362	-0.000033	0.000230	0.000098	-0.000000	0.000164	-0.000231	0.000592	0.000131	-0.000165	0.001152	-0.000198	-0.001453	0.005263	-0.006424	0.002596	0.002004	-0.001584	-0.003527	0.001543
0.000230	-0.000033	-0.000231	0.000033	0.000329	-0.000066	0.000263	0.000098	-0.000033	0.000197	-0.000066	0.000428	0.000098	-0.000099	0.001053	-0.000066	-0.001848	0.005460	-0.005864	0.001740	0.002300	-0.001255	-0.003593	0.001082
0.000197	-0.000033	-0.000165	0.000066	0.000362	-0.000033	0.000230	0.000164	-0.000033	0.000296	0.000066	0.000362	0.000131	-0.000099	0.000921	-0.000000	-0.002144	0.005427	-0.005173	0.000852	0.002695	-0.000893	-0.003691	0.000621
0.000164	-0.000033	-0.000099	0.000131	0.000362	-0.000099	0.000263	0.000230	-0.000000	0.000296	0.000164	0.000230	0.000066	-0.000066	0.000757	0.000131	-0.002440	0.005329	-0.004383	-0.000037	0.002991	-0.000564	-0.003724	0.000094
0.000066	-0.000000	-0.000000	0.000131	0.000395	-0.000099	0.000296	0.000296	-0.000033	0.000395	0.000362	0.000131	0.000066	-0.000000	0.000592	0.000263	-0.002638	0.005065	-0.003494	-0.000893	0.003288	-0.000235	-0.003724	-0.000399
0.000033	0.000033	-0.000033	0.000230	0.000362	-0.000132	0.000329	0.000329	-0.000033	0.000428	0.000428	0.000033	0.000033	-0.000000	0.000428	0.000395	-0.002770	0.004703	-0.002539	-0.001749	0.003518	0.000127	-0.003658	-0.000827
-0.000066	0.000033	0.000033	0.000230	0.000263	-0.000099	0.000329	0.000428	0.000033	0.000461	0.000526	-0.000066	0.000066	0.000066	0.000263	0.000461	-0.002802	0.004308	-0.001617	-0.002638	0.003650	0.000457	-0.003560	-0.001255
-0.000132	0.000066	0.000066	0.000296	0.000263	-0.000099	0.000362	0.000428	-0.000000	0.000493	0.000625	-0.000132	-0.000000	0.000131	0.000131	0.000461	-0.002835	0.003781	-0.000696	-0.003362	0.003781	0.000819	-0.003461	-0.001716
-0.000231	0.000033	0.000131	0.000362	0.000197	-0.000165	0.000329	0.000493	0.000098	0.000559	0.000724	-0.000231	0.000066	0.000164	-0.000000	0.000526	-0.002770	0.003156	0.000259	-0.004086	0.003781	0.001115	-0.003263	-0.002111
-0.000231	0.000033	0.000164	0.000395	0.000197	-0.000165	0.000362	0.000592	0.000164	0.000559	0.000790	-0.000264	0.000066	0.000230	-0.000165	0.000592	-0.002605	0.002498	0.001181	-0.004712	0.003814	0.001411	-0.003099	-0.002506
-0.000297	0.000033	0.000230	0.000428	0.000131	-0.000099	0.000329	0.000658	0.000197	0.000592	0.000889	-0.000330	0.000066	0.000263	-0.000231	0.000625	-0.002473	0.001839	0.002004	-0.005206	0.003749	0.001675	-0.002868	-0.002835
-0.000362	0.000033	0.000263	0.000493	0.000066	-0.000099	0.000263	0.000658	0.000230	0.000625	0.000823	-0.000330	0.000033	0.000362	-0.000395	0.000691	-0.002243	0.001148	0.002794	-0.005634	0.003617	0.001839	-0.002572	-0.003165
-0.000428	-0.000033	0.000296	0.000493	0.000033	-0.000099	0.000263	0.000691	0.000197	0.000592	0.000921	-0.000362	0.000131	0.000395	-0.000494	0.000658	-0.001979	0.000391	0.003452	-0.005930	0.003419	0.002070	-0.002309	-0.003428
-0.000428	-0.000000	0.000395	0.000559	-0.000066	-0.000099	0.000230	0.000724	0.000329	0.000559	0.000889	-0.000362	0.000131	0.000395	-0.000527	0.000691	-0.001716	-0.000235	0.004012	-0.006094	0.003156	0.002201	-0.001979	-0.003658
-0.000494	-0.000033	0.000395	0.000493	-0.000033	-0.000033	0.000197	0.000724	0.000362	0.000592	0.000856	-0.000362	0.000131	0.000428	-0.000560	0.000658	-0.001354	-0.000893	0.004473	-0.006094	0.002860	0.002399	-0.001584	-0.003856
-0.000461	-0.000000	0.000395	0.000526	-0.000066	-0.000066	0.000164	0.000691	0.000428	0.000559	0.000823	-0.000330	0.000164	0.000461	-0.000593	0.000625	-0.001058	-0.001519	0.004835	-0.006062	0.002498	0.002531	-0.001288	-0.003988
-0.000428	-0.000000	0.000461	0.000592	-0.000000	-0.000000	0.000066	0.000658	0.000428	0.000592	0.000757	-0.000264	0.000230	0.000493	-0.000626	0.000526	-0.000729	-0.002045	0.005065	-0.005897	0.002103	0.002596	-0.000926	-0.004053
-0.000362	-0.000000	0.000428	0.000625	-0.000066	0.000066	0.000066	0.000658	0.000526	0.000559	0.000724	-0.000198	0.000230	0.000526	-0.000560	0.000461	-0.000432	-0.002506	0.005098	-0.005535	0.001675	0.002629	-0.000498	-0.004152
-0.000330	-0.000033	0.000493	0.000592	-0.000099	0.000066	-0.000000	0.000559	0.000461	0.000526	0.000625	-0.000198	0.000263	0.000526	-0.000560	0.000428	-0.000103	-0.002934	0.005065	-0.005107	0.001082	0.002695	-0.000070	-0.004119
-0.000264	0.000033	0.000493	0.000559	-0.000033	0.000033	-0.000033	0.000493	0.000526	0.000428	0.000526	-0.000132	0.000263	0.000559	-0.000527	0.000362	0.000160	-0.003198	0.004934	-0.004613	0.000621	0.002629	0.000358	-0.004185
-0.000264	-0.000000	0.000493	0.000526	-0.000033	0.000131	-0.000033	0.000461	0.000559	0.000461	0.000428	-0.000033	0.000263	0.000559	-0.000461	0.000263	0.000424	-0.003461	0.004604	-0.003988	0.000094	0.002728	0.000753	-0.004053
-0.000132	-0.000000	0.000526	0.000592	0.000066	0.000164	-0.000066	0.000395	0.000592	0.000395	0.000329	0.000066	0.000329	0.000559	-0.000395	0.000197	0.000687	-0.003625	0.004275	-0.003263	-0.000465	0.002695	0.001082	-0.003955
-0.000099	0.000033	0.000559	0.000526	0.000033	0.000197	-0.000066	0.000230	0.000559	0.000395	0.000197	0.000164	0.000296	0.000493	-0.000297	0.000033	0.000852	-0.003658	0.003781	-0.002572	-0.001025	0.002695	0.001477	-0.003757
-0.000000	0.000098	0.000526	0.000493	0.000131	0.000230	-0.000066	0.000197	0.000592	0.000362	0.000164	0.000263	0.000362	0.000493	-0.000198	-0.000000	0.001082	-0.003560	0.003255	-0.001782	-0.001584	0.002596	0.001806	-0.003593
0.000066	0.000066	0.000625	0.000493	0.000164	0.000263	-0.000099	0.000033	0.000493	0.000296	0.000066	0.000296	0.000329	0.000461	-0.000132	-0.000033	0.001214	-0.003494	0.002695	-0.000992	-0.002111	0.002465	0.002135	-0.003329
0.000131	0.000098	0.000592	0.000461	0.000230	0.000263	-0.000066	-0.000033	0.000428	0.000263	-0.000000	0.000362	0.000362	0.000428	-0.000033	-0.000132	0.001312	-0.003296	0.002070	-0.000136	-0.002737	0.002333	0.002366	-0.003066
0.000230	0.000164	0.000658	0.000526	0.000296	0.000263	-0.000033	-0.000132	0.000428	0.000197	-0.000033	0.000493	0.000296	0.000329	0.000066	-0.000231	0.001345	-0.003099	0.001444	0.000654	-0.003165	0.002201	0.002596	-0.002737
0.000329	0.000263	0.000625	0.000461	0.000362	0.000362	-0.000066	-0.000264	0.000395	0.000230	-0.000033	0.000526	0.000329	0.000329	0.000164	-0.000297	0.001378	-0.002737	0.000753	0.001345	-0.003625	0.002103	0.002794	-0.002375
0.000428	0.000263	0.000625	0.000428	0.000428	0.000362	-0.000066	-0.000330	0.000362	0.000098	-0.000132	0.000559	0.000263	0.000329	0.000329	-0.000362	0.001411	-0.002407	0.000127	0.002037	-0.004119	0.001905	0.002991	-0.002012
0.000526	0.000329	0.000559	0.000461	0.000428	0.000428	-0.000033	-0.000428	0.000263	0.000131	-0.000099	0.000658	0.000263	0.000296	0.000329	-0.000362	0.001411	-0.002045	-0.000531	0.002695	-0.004416	0.001773	0.003057	-0.001552
0.000493	0.000395	0.000625	0.000395	0.000461	0.000395	0.000033	-0.000560	0.000164	0.000098	-0.000099	0.000658	0.000197	0.000263	0.000362	-0.000395	0.001345	-0.001617	-0.001025	0.003255	-0.004712	0.001510	0.003123	-0.001156
0.000625	0.000526	0.000559	0.000428	0.000592	0.000362	0.000033	-0.000494	0.000098	0.000098	-0.000066	0.000691	0.000230	0.000230	0.000428	-0.000362	0.001214	-0.001156	-0.001584	0.003650	-0.004909	0.001181	0.003123	-0.000663
0.000757	0.000592	0.000559	0.000395	0.000592	0.000461	0.000033	-0.000560	-0.000000	0.000066	-0.000099	0.000691	0.000164	0.000230	0.000493	-0.000362	0.001115	-0.000827	-0.002045	0.004045	-0.005074	0.000917	0.003123	-0.000169
0.000790	0.000625	0.000526	0.000395	0.000592	0.000493	0.000033	-0.000560	-0.000033	-0.000000	-0.000033	0.000691	0.000131	0.000164	0.000559	-0.000330	0.001016	-0.000366	-0.002407	0.004308	-0.005074	0.000588	0.002991	0.000358
0.000856	0.000691	0.000461	0.000362	0.000625	0.000493	0.000033	-0.000527	-0.000099	0.000033	-0.000000	0.000691	0.000131	0.000164	0.000526	-0.000264	0.000819	-0.000004	-0.002737	0.004473	-0.005008	0.000226	0.002893	0.000753
0.000921	0.000757	0.000395	0.000428	0.000625	0.000526	0.000098	-0.000527	-0.000198	0.000033	0.000033	0.000658	0.000098	0.000164	0.000592	-0.000231	0.000753	0.000358	-0.003000	0.004506	-0.004844	-0.000169	0.002728	0.001247
0.000987	0.000856	0.000329	0.000362	0.000625	0.000526	0.000164	-0.000527	-0.000264	-0.000000	0.000098	0.000625	0.000066	0.000131	0.000658	-0.000132	0.000588	0.000654	-0.003165	0.004506	-0.004580	-0.000564	0.002629	0.001675
0.000987	0.000889	0.000263	0.000362	0.000625	0.000526	0.000197	-0.000362	-0.000330	-0.000000	0.000164	0.000592	0.000098	0.000098	0.000625	-0.000066	0.000424	0.000950	-0.003263	0.004374	-0.004317	-0.000992	0.002399	0.002168
0.001053	0.000889	0.000230	0.000263	0.000625	0.000493	0.000230	-0.000362	-0.000362	-0.000000	0.000164	0.000559	0.000066	0.000098	0.000625	0.000033	0.000292	0.001280	-0.003329	0.004111	-0.003823	-0.001453	0.002234	0.002563
0.001053	0.000889	0.000197	0.000230	0.000559	0.000559	0.000263	-0.000264	-0.000428	-0.000033	0.000263	0.000493	0.000066	0.000098	0.000592	0.000098	0.000226	0.001444	-0.003198	0.003847	-0.003329	-0.001914	0.002037	0.002926
